0 0 3/34 0 4/17 9/17 37/34 10/17 45/34 29/17 48/17 79/34 48/17 43/17 101/34 0
0 0 6/55 0 16/55 36/55 73/55 37/55 81/55 107/55 34/11 27/10 144/55 173/55 179/55 0
0 0 5/48 0 1/4 7/12 29/24 11/16 3/2 31/16 19/6 23/8 47/16 53/16 53/16 0
0 0 2/33 0 3/11 6/11 91/66 37/88 13/12 103/66 163/66 15/8 235/88 43/22 277/88 0
0 0 1/15 0 4/15 8/15 4/3 5/12 47/45 68/45 106/45 173/90 191/60 17/9 563/180 0
0 0 1/19 0 17/57 10/19 80/57 26/57 43/38 88/57 48/19 112/57 533/228 115/57 163/57 0
0 0 2/35 0 2/7 18/35 47/35 31/70 38/35 52/35 83/35 293/140 401/140 68/35 94/35 0
0 0 4/57 0 16/57 31/57 25/19 31/57 145/114 199/114 166/57 122/57 563/228 7/3 58/19 0
0 0 3/40 0 1/4 1/2 6/5 47/80 53/40 141/80 59/20 75/32 479/160 99/40 123/40 0
0 0 4/59 0 17/59 34/59 78/59 1/2 77/59 98/59 133/59 259/118 166/59 142/59 197/59 0
0 0 3/43 0 12/43 24/43 109/86 21/43 54/43 69/43 93/43 95/43 138/43 100/43 142/43 0
0 0 1/16 0 1/3 7/12 133/96 9/16 4/3 79/48 7/3 71/32 77/32 29/12 71/24 0
0 0 2/33 0 10/33 6/11 43/33 17/33 14/11 52/33 73/33 51/22 17/6 7/3 31/11 0
0 0 1/12 0 1/3 2/3 17/12 7/12 4/3 7/4 113/48 113/48 109/48 43/16 137/48 0
0 0 3/38 0 6/19 12/19 103/76 21/38 49/38 32/19 43/19 93/38 97/38 51/19 105/38 0
0 0 1/18 0 11/36 13/24 17/12 143/288 61/48 61/36 22/9 203/96 817/288 55/24 971/288 0
0 0 1/17 0 5/17 9/17 139/102 33/68 21/17 28/17 40/17 13/6 677/204 38/17 229/68 0
0 0 3/58 0 10/29 16/29 171/116 16/29 151/116 49/29 73/29 251/116 569/232 67/29 175/58 0
0 0 1/19 0 6/19 10/19 53/38 39/76 24/19 31/19 91/38 353/152 453/152 43/19 55/19 0
0 0 11/78 0 3/13 9/13 107/78 43/78 81/52 59/39 59/26 107/39 257/78 113/39 605/156 0
0 0 4/25 0 11/50 33/50 33/25 27/50 71/50 71/50 53/25 13/5 91/25 66/25 183/50 0
0 0 14/87 0 20/87 2/3 40/29 109/174 97/58 125/87 70/29 250/87 509/174 91/29 313/87 0
0 0 10/57 0 4/19 12/19 25/19 37/57 92/57 4/3 128/57 325/114 355/114 58/19 188/57 0
0 0 4/25 0 7/25 19/25 73/50 16/25 38/25 8/5 63/25 63/25 56/25 149/50 72/25 0
0 0 7/43 0 11/43 31/43 60/43 27/43 65/43 65/43 105/43 112/43 104/43 130/43 121/43 0
0 0 7/52 0 1/4 17/26 5/4 31/52 77/52 85/52 77/26 125/52 63/26 71/26 40/13 0
0 0 1/8 0 9/40 23/40 11/10 27/40 31/20 8/5 117/40 51/20 11/4 29/10 121/40 0
0 0 1/7 0 17/56 41/56 11/8 41/56 23/14 53/28 87/28 311/112 143/56 185/56 13/4 0
0 0 7/51 0 13/51 11/17 21/17 38/51 5/3 94/51 161/51 149/51 48/17 176/51 167/51 0
0 0 1/8 0 23/88 57/88 243/176 59/88 315/176 145/88 49/22 537/176 7/2 293/88 733/176 0
